Area,District,Shop,Location,Part Code,Description,Brand,Product Family,Quantity,Selling Price,Inventory Value,Stock Status,MRP,MOP,Current Discount %,Comments / Discount Guideline,Remark,Commented By,Comment Date,Comment Time,Last Updated
SOUTH REGION UVA  AREA,MAHIYANGANA  DISTRICT,MAHIYANGANA,NORMAL,SLE32E930,"SINGER 32"" HD TELEVISION SLE32E930",SINGER,TELEVISIONS - LED,1,69999,69999,A,69999,29999,57.1%,Up to 70%,,,,,
SOUTH REGION UVA  AREA,MAHIYANGANA  DISTRICT,MAHIYANGANA,DISPLAY,SLE32E930,"SINGER 32"" HD TELEVISION SLE32E930",SINGER,TELEVISIONS - LED,1,69999,69999,A,69999,29999,57.1%,Up to 70%,,,,,
SOUTH REGION UVA  AREA,MAHIYANGANA  DISTRICT,MAHIYANGANA,NORMAL,H-CV950F24CDSPG,Hitachi Vacuum Cleaner 2000W 18L Peal Grey,HITACHI,VACCUM CLEANERS,1,69999,69999,A,69999,0,0.0%,,,,,,
SOUTH REGION UVA  AREA,MONARAGALA  DISTRICT,BADALKUMBURA,PRODUCTRELEASE,SLE32E930,"SINGER 32"" HD TELEVISION SLE32E930",SINGER,TELEVISIONS - LED,1,69999,69999,A,69999,29999,57.1%,Up to 70%,,,,,
SOUTH REGION UVA  AREA,MONARAGALA  DISTRICT,BADALKUMBURA,REVERTS,SLE32E930,"SINGER 32"" HD TELEVISION SLE32E930",SINGER,TELEVISIONS - LED,1,69999,69999,A,69999,29999,57.1%,Up to 70%,,,,,
SOUTH REGION UVA  AREA,BADULLA  DISTRICT,HAPUTHALE,NORMAL,SLE32E930,"SINGER 32"" HD TELEVISION SLE32E930",SINGER,TELEVISIONS - LED,1,69999,69999,A,69999,29999,57.1%,Up to 70%,,,,,
SOUTH REGION UVA  AREA,BADULLA  DISTRICT,BADULLA - C,NORMAL,HFPA-EVENT-BLC,HIFUTURE PORTABLE AUDIO EVENT - BLC,HIFUTURE,AUDIOS,1,69999,69999,A,69999,28000,60.0%,"Rs.20,000/- Special Price",,,,,
SOUTH REGION UVA  AREA,BADULLA  DISTRICT,BADULLA - C,DISPLAY,HFPA-EVENT-BLC,HIFUTURE PORTABLE AUDIO EVENT - BLC,HIFUTURE,AUDIOS,1,69999,69999,A,69999,28000,60.0%,"Rs.20,000/- Special Price",,,,,
SOUTH REGION UVA  AREA,BADULLA  DISTRICT,BANDARAWELA -C,NORMAL,WFL-SPM-75X75X7-S,75X75X7 STANDARD SPRING MATTRESS,SINGER,FURNITURE-MATTRESS - SPRING,1,69999,69999,O,69999,21000,70.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
SOUTH REGION UVA  AREA,BADULLA  DISTRICT,BANDARAWELA -C,DISPLAY,SLE32E930,"SINGER 32"" HD TELEVISION SLE32E930",SINGER,TELEVISIONS - LED,1,69999,69999,A,69999,29999,57.1%,Up to 70%,,,,,
SOUTH REGION UVA  AREA,MONARAGALA  DISTRICT,SIYAMBALANDUWA,REVERTS,SLE32E930,"SINGER 32"" HD TELEVISION SLE32E930",SINGER,TELEVISIONS - LED,1,69999,69999,A,69999,29999,57.1%,Up to 70%,,,,,
SOUTH REGION UVA  AREA,MONARAGALA  DISTRICT,BUTTALA,NORMAL,SLE32E930,"SINGER 32"" HD TELEVISION SLE32E930",SINGER,TELEVISIONS - LED,1,69999,69999,A,69999,29999,57.1%,Up to 70%,,,,,
SOUTH REGION UVA  AREA,MONARAGALA  DISTRICT,PASSARA,REVERTS,SLE32E930,"SINGER 32"" HD TELEVISION SLE32E930",SINGER,TELEVISIONS - LED,1,69999,69999,A,69999,29999,57.1%,Up to 70%,,,,,
SOUTH REGION UVA  AREA,MONARAGALA  DISTRICT,PASSARA,NORMAL,SLE32E930,"SINGER 32"" HD TELEVISION SLE32E930",SINGER,TELEVISIONS - LED,1,69999,69999,A,69999,29999,57.1%,Up to 70%,,,,,
SOUTH REGION UVA  AREA,MAHIYANGANA  DISTRICT,BIBILE,NORMAL,SMGUA32T4400,SAMSUNG 32 SMART TV,SAMSUNG,TELEVISIONS - LED,1,69999,69999,L,69999,49999,28.6%,,,,,,
SOUTH REGION UVA  AREA,MAHIYANGANA  DISTRICT,BIBILE,NORMAL,SLE32E930,"SINGER 32"" HD TELEVISION SLE32E930",SINGER,TELEVISIONS - LED,1,69999,69999,A,69999,29999,57.1%,Up to 70%,,,,,
SOUTH REGION UVA  AREA,MAHIYANGANA  DISTRICT,MAHIYANGANA - B,REVERTS,SLE32E930,"SINGER 32"" HD TELEVISION SLE32E930",SINGER,TELEVISIONS - LED,1,69999,69999,A,69999,29999,57.1%,Up to 70%,,,,,
SOUTH REGION UVA  AREA,MAHIYANGANA  DISTRICT,MAHIYANGANA - B,NORMAL,H-CV950F24CDSPG,Hitachi Vacuum Cleaner 2000W 18L Peal Grey,HITACHI,VACCUM CLEANERS,1,69999,69999,A,69999,0,0.0%,,,,,,
SOUTH REGION UVA  AREA,BADULLA  DISTRICT,WELIMADA - B,REVERTS,SLE32E930,"SINGER 32"" HD TELEVISION SLE32E930",SINGER,TELEVISIONS - LED,1,69999,69999,A,69999,29999,57.1%,Up to 70%,,,,,
SOUTH REGION UVA  AREA,BADULLA  DISTRICT,WELIMADA A,DISPLAY,SLE32E930,"SINGER 32"" HD TELEVISION SLE32E930",SINGER,TELEVISIONS - LED,1,69999,69999,A,69999,29999,57.1%,Up to 70%,,,,,
SOUTH REGION UVA  AREA,BADULLA  DISTRICT,WELIMADA A,RTNWH,SLE32E930,"SINGER 32"" HD TELEVISION SLE32E930",SINGER,TELEVISIONS - LED,1,69999,69999,A,69999,29999,57.1%,Up to 70%,,,,,
SOUTH REGION UVA  AREA,MAHIYANGANA  DISTRICT,MEEGAHAKIULA,NORMAL,SLE32E930,"SINGER 32"" HD TELEVISION SLE32E930",SINGER,TELEVISIONS - LED,1,69999,69999,A,69999,29999,57.1%,Up to 70%,,,,,
SOUTH REGION UVA  AREA,MAHIYANGANA  DISTRICT,MEEGAHAKIULA,DISPLAY,HFPA-EVENT-BLC,HIFUTURE PORTABLE AUDIO EVENT - BLC,HIFUTURE,AUDIOS,1,69999,69999,A,69999,28000,60.0%,"Rs.20,000/- Special Price",,,,,
SOUTH REGION UVA  AREA,MAHIYANGANA  DISTRICT,NAWA MEDAGAMA,REVERTS,HFPA-EVENT-BLC,HIFUTURE PORTABLE AUDIO EVENT - BLC,HIFUTURE,AUDIOS,1,69999,69999,A,69999,28000,60.0%,"Rs.20,000/- Special Price",,,,,
SOUTH REGION UVA  AREA,MAHIYANGANA  DISTRICT,SIRIPURA-LITE,NORMAL,SLE32E930,"SINGER 32"" HD TELEVISION SLE32E930",SINGER,TELEVISIONS - LED,1,69999,69999,A,69999,29999,57.1%,Up to 70%,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HOKANDARA WH REPAIR,CLEARANCE,SMGHTH5550,SAMSUNG 3D BLU RAY HOME THEATRE-H55,SAMSUNG,HOME THEATERS,1,69999,69999,O,69999,0,0.0%,OBSOLETE - OFFER FLAT 80%,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HOKANDARA WH REPAIR,NORMAL,B-BSUFT5000MEI,BEKO TABLE TOP ELECTRIC OVEN,BEKO,KITCHENAPP-ELECTRIC OVENS,1,69999,69999,O,69999,0,0.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,WAREHOUSE BONDED -DF,TRANSIT,SMGUA32T4400,SAMSUNG 32 SMART TV,SAMSUNG,TELEVISIONS - LED,1,69999,69999,L,69999,49999,28.6%,,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MAIN WAREHOUSE,BUFFER,SMGUA32T4400,SAMSUNG 32 SMART TV,SAMSUNG,TELEVISIONS - LED,1,69999,69999,L,69999,49999,28.6%,,Damaged clearance,Shanuka,2026-08-18,11:08:49,2026-08-18T05:38:49.156Z
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MAIN WAREHOUSE,NORMAL,H-CV950F24CDSPG,Hitachi Vacuum Cleaner 2000W 18L Peal Grey,HITACHI,VACCUM CLEANERS,1,69999,69999,A,69999,0,0.0%,,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HORANA WH CLEARANCE,CLEARANCE,WFL-SPM-75X75X7-S,75X75X7 STANDARD SPRING MATTRESS,SINGER,FURNITURE-MATTRESS - SPRING,1,69999,69999,O,69999,21000,70.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HORANA WH CLEARANCE,TRANSIT,SLE32E930,"SINGER 32"" HD TELEVISION SLE32E930",SINGER,TELEVISIONS - LED,1,69999,69999,A,69999,29999,57.1%,Up to 70%,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HORANA WH CLEARANCE,NORMAL,LF-COAST-TVS-SWW-S,oaster TV unit,SINGER,FURNITURE-OTHER - FURNITURE MODULAR,1,69999,69999,A,69999,62999,10.0%,"active location extra 10%, increase based on the condition",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HORANA WH CLEARANCE,CLEARANCE,HFPA-EVENT-BLC,HIFUTURE PORTABLE AUDIO EVENT - BLC,HIFUTURE,AUDIOS,1,69999,69999,A,69999,28000,60.0%,"Rs.20,000/- Special Price",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,ADVANTIS MWH-EKALA,E-COMMERCE,WFL-SPM-75X75X7-S,75X75X7 STANDARD SPRING MATTRESS,SINGER,FURNITURE-MATTRESS - SPRING,1,69999,69999,O,69999,21000,70.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,ADVANTIS MWH-EKALA,NORMAL,WFL-SPM-75X75X7-S,75X75X7 STANDARD SPRING MATTRESS,SINGER,FURNITURE-MATTRESS - SPRING,1,69999,69999,O,69999,21000,70.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,ADVANTIS MWH-EKALA,DAMAGED,WFL-SPM-75X75X7-S,75X75X7 STANDARD SPRING MATTRESS,SINGER,FURNITURE-MATTRESS - SPRING,1,69999,69999,O,69999,21000,70.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,ADVANTIS MWH-EKALA,INST,SMGUA32T4400,SAMSUNG 32 SMART TV,SAMSUNG,TELEVISIONS - LED,1,69999,69999,L,69999,49999,28.6%,,,,,,
NORTH REGION CENTRAL  AREA,KANDY  DISTRICT,PILIMATHALAWA,NORMAL,HON-X5PLUS-4-64-BLK,HON X5PLUS 4+64 50MP BLK 1YR WAR,HONOR,PHONE - SMART,2,34999,69998,L,34999,17500,50.0%,"Displayed/Unboxed - 15% Additional Discount, Considering the severity of the damage (battery issues, display damage, and scratch marks), a discount of 50% to 70%, Parts missing (Cable, Adapter) Upto 50% - 60% Discount.",45%,Rashmi,2026-08-19,18:54:14,2026-08-19T13:24:14.601Z
SOUTH REGION SABARAGAMUWA   AREA,RATHNAPURA  DISTRICT,BUDGET SHOP-E-GODA,CLEARANCE,HON-X5PLUS-4-64-BLK,HON X5PLUS 4+64 50MP BLK 1YR WAR,HONOR,PHONE - SMART,2,34999,69998,L,34999,17500,50.0%,"Displayed/Unboxed - 15% Additional Discount, Considering the severity of the damage (battery issues, display damage, and scratch marks), a discount of 50% to 70%, Parts missing (Cable, Adapter) Upto 50% - 60% Discount.",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HOKANDARA WH REPAIR,CLEARANCE,ZTE-A73-4GB-128GB-SB,ZTE A73 4+128GB - BLUE,ZTE,PHONE - SMART,2,34999,69998,O,34999,7000,80.0%,"Displayed/Unboxed - 15% Additional Discount, Considering the severity of the damage (battery issues, display damage, and scratch marks), a discount of 50% to 70%, Parts missing (Cable, Adapter) Upto 50% - 60% Discount.",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HOKANDARA WH REPAIR,DEFECTIVE,ZTE-A73-4GB-128GB-GRE,ZTE A73 4 + 128GB - GREEN,ZTE,PHONE - SMART,2,34999,69998,A,34999,7000,80.0%,"Displayed/Unboxed - 15% Additional Discount, Considering the severity of the damage (battery issues, display damage, and scratch marks), a discount of 50% to 70%, Parts missing (Cable, Adapter) Upto 50% - 60% Discount.",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,ADVANTIS MWH-EKALA,TRANSIT,ZTE-A73-4GB-128GB-SB,ZTE A73 4+128GB - BLUE,ZTE,PHONE - SMART,2,34999,69998,O,34999,7000,80.0%,"Displayed/Unboxed - 15% Additional Discount, Considering the severity of the damage (battery issues, display damage, and scratch marks), a discount of 50% to 70%, Parts missing (Cable, Adapter) Upto 50% - 60% Discount.",,,,,
MEGA NORTH ZONE,MEGA NORTH ZONE- DISTRICT,MEGA-KANDY B,NORMAL,SIN-DEC-FDC,SINGER DECORATIVE CEILING FAN WITHOUT LIGHT,SINGER,FANS,2,34999,69998,A,34999,29999,14.3%,"Do not offer discounts for this SKU, as it is an active SKU. For damaged units, a discount of up to 50% may be considered based on the condition",,,,,
MEGA NORTH ZONE,MEGA NORTH ZONE- DISTRICT,MEGA - PELIYAGODA,NORMAL,SIN-DEC-FDC,SINGER DECORATIVE CEILING FAN WITHOUT LIGHT,SINGER,FANS,2,34999,69998,A,34999,29999,14.3%,"Do not offer discounts for this SKU, as it is an active SKU. For damaged units, a discount of up to 50% may be considered based on the condition",,,,,
MEGA SOUTH ZONE,MEGA SOUTH ZONE- DISTRICT,MEGA-MATARA,NORMAL,SIN-DEC-FDC,SINGER DECORATIVE CEILING FAN WITHOUT LIGHT,SINGER,FANS,2,34999,69998,A,34999,29999,14.3%,"Do not offer discounts for this SKU, as it is an active SKU. For damaged units, a discount of up to 50% may be considered based on the condition",,,,,
MEGA SOUTH ZONE,MEGA SOUTH ZONE- DISTRICT,MEGA -PANADURA,NORMAL,SIN-DEC-FDC,SINGER DECORATIVE CEILING FAN WITHOUT LIGHT,SINGER,FANS,2,34999,69998,A,34999,29999,14.3%,"Do not offer discounts for this SKU, as it is an active SKU. For damaged units, a discount of up to 50% may be considered based on the condition",,,,,
MEGA SOUTH ZONE,MEGA SOUTH ZONE- DISTRICT,MEGA -BORALASGAMUWA,NORMAL,SIN-DEC-FDC,SINGER DECORATIVE CEILING FAN WITHOUT LIGHT,SINGER,FANS,2,34999,69998,A,34999,29999,14.3%,"Do not offer discounts for this SKU, as it is an active SKU. For damaged units, a discount of up to 50% may be considered based on the condition",,,,,
NORTH REGION CENTRAL  AREA,DIGANA DISTRICT,DIGANA,NORMAL,WFL-SPM-75X36X7-S,REGULAR MATTRESS (IKEA) 75X36X7,SINGER,FURNITURE-MATTRESS - SPRING,2,34999,69998,O,34999,10500,70.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
NORTH REGION EAST AREA,BATTICALOA  DISTRICT,BATTICALOA,NORMAL,SIN-DEC-FDC,SINGER DECORATIVE CEILING FAN WITHOUT LIGHT,SINGER,FANS,2,34999,69998,A,34999,29999,14.3%,"Do not offer discounts for this SKU, as it is an active SKU. For damaged units, a discount of up to 50% may be considered based on the condition",,,,,
NORTH REGION NORTH  AREA,VAVUNIYA DISTRICT,VAVUNIYA,NORMAL,SIN-DEC-FDC,SINGER DECORATIVE CEILING FAN WITHOUT LIGHT,SINGER,FANS,2,34999,69998,A,34999,29999,14.3%,"Do not offer discounts for this SKU, as it is an active SKU. For damaged units, a discount of up to 50% may be considered based on the condition",,,,,
NORTH REGION NORTH  AREA,ANURADHAPURA  DISTRICT,SHOMES- ANURADHAPURA,NORMAL,SIN-DEC-FDC,SINGER DECORATIVE CEILING FAN WITHOUT LIGHT,SINGER,FANS,2,34999,69998,A,34999,29999,14.3%,"Do not offer discounts for this SKU, as it is an active SKU. For damaged units, a discount of up to 50% may be considered based on the condition",,,,,
NORTH REGION WAYAMBA  AREA,CHILAW  DISTRICT,KULIYAPITIYA,TRANSIT,SIN-DEC-FDC,SINGER DECORATIVE CEILING FAN WITHOUT LIGHT,SINGER,FANS,2,34999,69998,A,34999,29999,14.3%,"Do not offer discounts for this SKU, as it is an active SKU. For damaged units, a discount of up to 50% may be considered based on the condition",,,,,
SOUTH REGION COLOMBO  AREA SOUTH,AMBALANGODA  DISTRICT,AMBALANGODA,NORMAL,SIN-DEC-FDC,SINGER DECORATIVE CEILING FAN WITHOUT LIGHT,SINGER,FANS,2,34999,69998,A,34999,29999,14.3%,"Do not offer discounts for this SKU, as it is an active SKU. For damaged units, a discount of up to 50% may be considered based on the condition",,,,,
SOUTH REGION COLOMBO  AREA SOUTH,KALUTARA   DISTRICT,HORANA,NORMAL,SIN-DEC-FDC,SINGER DECORATIVE CEILING FAN WITHOUT LIGHT,SINGER,FANS,2,34999,69998,A,34999,29999,14.3%,"Do not offer discounts for this SKU, as it is an active SKU. For damaged units, a discount of up to 50% may be considered based on the condition",,,,,
SOUTH REGION COLOMBO METRO  AREA,BAMBALAPITIYA  DISTRICT,UNION PLACE - B,NORMAL,SIN-DEC-FDC,SINGER DECORATIVE CEILING FAN WITHOUT LIGHT,SINGER,FANS,2,34999,69998,A,34999,29999,14.3%,"Do not offer discounts for this SKU, as it is an active SKU. For damaged units, a discount of up to 50% may be considered based on the condition",,,,,
SOUTH REGION COLOMBO METRO  AREA,KADUWELA  DISTRICT,KADUWELA -  B,NORMAL,SIN-DEC-FDC,SINGER DECORATIVE CEILING FAN WITHOUT LIGHT,SINGER,FANS,2,34999,69998,A,34999,29999,14.3%,"Do not offer discounts for this SKU, as it is an active SKU. For damaged units, a discount of up to 50% may be considered based on the condition",,,,,
SOUTH REGION SABARAGAMUWA   AREA,RATHNAPURA  DISTRICT,EHELIYAGODA - B,NORMAL,SIN-DEC-FDC,SINGER DECORATIVE CEILING FAN WITHOUT LIGHT,SINGER,FANS,2,34999,69998,A,34999,29999,14.3%,"Do not offer discounts for this SKU, as it is an active SKU. For damaged units, a discount of up to 50% may be considered based on the condition",,,,,
SOUTH REGION SOUTH  AREA,AKURESSA  DISTRICT,AKURESSA,DISPLAY,NVC990T,NIKAI VACUUM CLEANER - 17L,NIKAI,VACCUM CLEANERS,2,34999,69998,A,34999,17499,50.0%,,,,,,
SOUTH REGION SOUTH  AREA,MATARA  DISTRICT,DICKWELLA - B,NORMAL,SIN-DEC-FDC,SINGER DECORATIVE CEILING FAN WITHOUT LIGHT,SINGER,FANS,2,34999,69998,A,34999,29999,14.3%,"Do not offer discounts for this SKU, as it is an active SKU. For damaged units, a discount of up to 50% may be considered based on the condition",,,,,
SOUTH REGION SOUTH  AREA,MATARA  DISTRICT,ISSADEEN  TOWN,NORMAL,SIN-DEC-FDC,SINGER DECORATIVE CEILING FAN WITHOUT LIGHT,SINGER,FANS,2,34999,69998,A,34999,29999,14.3%,"Do not offer discounts for this SKU, as it is an active SKU. For damaged units, a discount of up to 50% may be considered based on the condition",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,MAIN WAREHOUSE,BRDM,SIN-DEC-FDC,SINGER DECORATIVE CEILING FAN WITHOUT LIGHT,SINGER,FANS,2,34999,69998,A,34999,29999,14.3%,"Do not offer discounts for this SKU, as it is an active SKU. For damaged units, a discount of up to 50% may be considered based on the condition",,,,,
NORTH REGION COLOMBO  AREA NORTH,PELIYAGODA  DISTRICT,KANDANA,NORMAL,TFFP2550502,TEFAL G6 UNLIMITED - FRY PAN 26CM,TEFAL,KITCHENAPP -SMALL KITCHEN APPLIANCE,4,17499,69996,O,17499,0,0.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
MEGA COLOMBO METRO  ZONE,MEGA COLOMBO METRO ZONE- DISTRICT,MEGA - SHANGRI-LA,NORMAL,SW-SK14016BLK,SWAN ELEGANCE 1.7 L JUG KETTLE - SK14016BLK,SWAN,KITCHENAPP-JUG KETTLE,5,13999,69995,A,13999,13299,5.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
MEGA NORTH ZONE,MEGA NORTH ZONE- DISTRICT,MEGA -JA-ELA,NORMAL,SW-SK14016BLK,SWAN ELEGANCE 1.7 L JUG KETTLE - SK14016BLK,SWAN,KITCHENAPP-JUG KETTLE,5,13999,69995,A,13999,13299,5.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
NORTH REGION NORTH  AREA,JAFFNA  DISTRICT,CHAVAKACHCHERI,TRANSIT,SW-SK14016BLK,SWAN ELEGANCE 1.7 L JUG KETTLE - SK14016BLK,SWAN,KITCHENAPP-JUG KETTLE,5,13999,69995,A,13999,13299,5.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
MEGA NORTH ZONE,MEGA NORTH ZONE- DISTRICT,MEGA-KIRIBATHGODA,NORMAL,HON-CH-BUDS-X7LITE-WHT,HON CH BUDS X7LITE MZT WHT,HONOR,PHONE ACCESSORIES,7,9999,69993,A,9999,0,0.0%,"Active SKU, No Discounts applicable",,,,,
NORTH REGION COLOMBO  AREA NORTH,NITTAMBUWA   DISTRICT,ALAWWA,NORMAL,HON-CH-BUDS-X7LITE-WHT,HON CH BUDS X7LITE MZT WHT,HONOR,PHONE ACCESSORIES,7,9999,69993,A,9999,0,0.0%,"Active SKU, No Discounts applicable",,,,,
NORTH REGION COLOMBO  AREA NORTH,NITTAMBUWA   DISTRICT,NITTAMBUWA - B,NORMAL,HON-CH-BUDS-X7LITE-WHT,HON CH BUDS X7LITE MZT WHT,HONOR,PHONE ACCESSORIES,7,9999,69993,A,9999,0,0.0%,"Active SKU, No Discounts applicable",,,,,
NORTH REGION COLOMBO  AREA NORTH,NITTAMBUWA   DISTRICT,WARAKAPOLA - B,NORMAL,HON-CH-BUDS-X7LITE-WHT,HON CH BUDS X7LITE MZT WHT,HONOR,PHONE ACCESSORIES,7,9999,69993,A,9999,0,0.0%,"Active SKU, No Discounts applicable",,,,,
SOUTH REGION COLOMBO METRO  AREA,BORELLA  DISTRICT,DELKANDA,NORMAL,HON-CH-BUDS-X7LITE-WHT,HON CH BUDS X7LITE MZT WHT,HONOR,PHONE ACCESSORIES,7,9999,69993,A,9999,0,0.0%,"Active SKU, No Discounts applicable",,,,,
SOUTH REGION SABARAGAMUWA   AREA,KEGALLE  DISTRICT,KEGALLE,NORMAL,HON-CH-BUDS-X7LITE-WHT,HON CH BUDS X7LITE MZT WHT,HONOR,PHONE ACCESSORIES,7,9999,69993,A,9999,0,0.0%,"Active SKU, No Discounts applicable",,,,,
SOUTH REGION UVA  AREA,BADULLA  DISTRICT,HAPUTHALE,NORMAL,HON-CH-BUDS-X7LITE-WHT,HON CH BUDS X7LITE MZT WHT,HONOR,PHONE ACCESSORIES,7,9999,69993,A,9999,0,0.0%,"Active SKU, No Discounts applicable",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HOKANDARA WH REPAIR,NORMAL,UR591SW,UNIC PORTABLE RADIO-USB-SD-RADIO,UNIC,AUDIOS,7,9999,69993,A,9999,6999,30.0%,"Rs.5,000/- Special Price",,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HOKANDARA WH REPAIR,DEFECTIVE,HON-CH-BUDS-X7LITE-WHT,HON CH BUDS X7LITE MZT WHT,HONOR,PHONE ACCESSORIES,7,9999,69993,A,9999,0,0.0%,"Active SKU, No Discounts applicable",,,,,
ON LINE BEKO STORE,ONLINE PICKUP STORE,ONLINE PICKUP STORE,NORMAL,SIN-RFC-1819,SINGER HAIR CLIPPER 1819,SINGER,PERSONAL CARE,10,6999,69990,A,6999,6649,5.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
NORTH REGION CENTRAL  AREA,GAMPOLA  DISTRICT,NAWALAPITIYA,DISPLAY,QT-302,QUANTUM TREAD MILL,QUANTUM,FITNESS EQUIPMENT,1,69900,69900,O,69900,0,0.0%,Provide additional 30% for display units and total upto 80% for damage units,,,,,
SOUTH REGION SOUTH  AREA,MATARA  DISTRICT,SHOMES-MATARA,NORMAL,WFI-WINDSOR-BL,WINSOR FABRIC UPHOLSTERY BED,SINGER,FURNITURE -SOLID BEDS,1,69899,69899,L,69899,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
SOUTH REGION SOUTH  AREA,MATARA  DISTRICT,SHOMES-MATARA,CLEARANCE,WFI-WINDSOR-BL,WINSOR FABRIC UPHOLSTERY BED,SINGER,FURNITURE -SOLID BEDS,1,69899,69899,L,69899,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,PILIYANDALA FACTORY,REPAIR,WFI-WINDSOR-BL,WINSOR FABRIC UPHOLSTERY BED,SINGER,FURNITURE -SOLID BEDS,1,69899,69899,L,69899,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,PILIYANDALA FACTORY,G-2,WFI-WINDSOR-ES,WINSOR FABRIC UPHOLSTERY BED,SINGER,FURNITURE -SOLID BEDS,1,69899,69899,L,69899,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
MEGA NORTH ZONE,MEGA NORTH ZONE- DISTRICT,MEGA-KIRIBATHGODA,NORMAL,LF-ECO-BDM-BON,ECO MEDIUM SIZE BED,SINGER,FURNITURE - MODULER,1,69599,69599,L,69599,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
MEGA SOUTH ZONE,MEGA SOUTH ZONE- DISTRICT,MEGA - NUGEGODA B,DISPLAY,LF-ECO-BDM-BON,ECO MEDIUM SIZE BED,SINGER,FURNITURE - MODULER,1,69599,69599,L,69599,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
NORTH REGION COLOMBO  AREA NORTH,NEGOMBO DISTRICT,NEGOMBO,DIGITAL,SMG-WATCH-ACTIVE2-B,Samsung Galaxy Watch Active 2 - Black,SAMSUNG,WATCHES,1,69599,69599,L,69599,34799,50.0%,Offer 70% Discount,,,,,
NORTH REGION NORTH  AREA,JAFFNA  DISTRICT,KODIKAMAM,NORMAL,LF-ECO-BDM-BON,ECO MEDIUM SIZE BED,SINGER,FURNITURE - MODULER,1,69599,69599,L,69599,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
SOUTH REGION COLOMBO  AREA SOUTH,KALUTARA   DISTRICT,SHOMES-KALUTARA,NORMAL,LF-ECO-BDM-BON,ECO MEDIUM SIZE BED,SINGER,FURNITURE - MODULER,1,69599,69599,L,69599,0,0.0%,50% offered for L and O locations Based on the condition go further with 10% portions,,,,,
WAREHOUSE-AREA,WAREHOUSE-DISTRICT,HOKANDARA WH REPAIR,CLEARANCE,BDV-E4100,3D B/RAY HOME THEATER,SONY,HOME THEATERS,1,69599,69599,O,69599,0,0.0%,,,,,,
NORTH REGION COLOMBO  AREA NORTH,PELIYAGODA  DISTRICT,BOPITIYA,NORMAL,TF-SI-EXSP1231,TEFAL STEAM IRONS EXPRESS STEAM PLUS,TEFAL,IRONS,3,23199,69597,A,23199,22039,5.0%,,,,,,
SOUTH REGION COLOMBO  AREA SOUTH,KALUTARA   DISTRICT,KALUTARA A,NORMAL,TF-SI-EXSP1231,TEFAL STEAM IRONS EXPRESS STEAM PLUS,TEFAL,IRONS,3,23199,69597,A,23199,22039,5.0%,,,,,,
SOUTH REGION COLOMBO  AREA SOUTH,AMBALANGODA  DISTRICT,ALUTHGAMA,NORMAL,TF-SI-EXSP1231,TEFAL STEAM IRONS EXPRESS STEAM PLUS,TEFAL,IRONS,3,23199,69597,A,23199,22039,5.0%,,,,,,
